Index,Product,Platform,Title,Price,Rating,Country.of.origin,Stock,Units.Sold,Product.url
230,Epson L3150,QOO10,"Epson WorkForce ET-4500 EcoTank Wireless ColorSupertank Printer,Scanner, Copier, Fax, Ethernet,Wi...",395.76,0,China,NA,42,https://www.qoo10.sg/item/EPSON-WORKFORCE-ET-4500-ECOTANK-WIRELESS-COLORSUPERTANK-PRINTER/644209887
231,Epson L3150,Shopee,Epson EcoTank L3150 Wi-Fi All-in-One Ink Tank Printer - PROMO,415,NA,Brazil,2,35,https://shopee.sg/Epson-EcoTank-L3150-Wi-Fi-All-in-One-Ink-Tank-Printer-PROMO-i.26569284.3231928794
232,Epson L3150,QOO10,[Singapore Warranty] Epson EcoTank Monochrome M3170 Wi-Fi All-in-One Ink Tank Printer M 3170,423,1,United States,NA,42,https://www.qoo10.sg/item/SINGAPORE-WARRANTY-EPSON-ECOTANK-MONOCHROME-M3170-WI-FI-ALL/671647827
233,Epson L3150,QOO10,EpsonEpson ECOTANK M3170 Low TCO 4-in-1 printer,429,2,China,NA,39,https://www.qoo10.sg/item/EPSON-EPSON-ECOTANK-M3170-LOW-TCO-4-IN-1-PRINTER/655197839
234,Epson L3150,QOO10,Epson EcoTank Monochrome M3170 Wi-Fi All-in-One Ink Tank Printer,438,0,China,NA,32,https://www.qoo10.sg/item/EPSON-ECOTANK-MONOCHROME-M3170-WI-FI-ALL-IN-ONE-INK-TANK-PRINTER/678973106
235,Epson L3150,QOO10,EpsonEpson EcoTank Monochrome M3170 Wi-Fi All-in-One Ink Tank Printer,439,0,China,NA,32,https://www.qoo10.sg/item/EPSON-EPSON-ECOTANK-MONOCHROME-M3170-WI-FI-ALL-IN-ONE-INK-TANK-PRINTER/681178259
236,Epson L3150,QOO10,Epson EcoTank M3170: 4-in-1 EcoTank Mono Printer,439,1,China,NA,21,https://www.qoo10.sg/item/EPSON-ECOTANK-M3170-4-IN-1-ECOTANK-MONO-PRINTER/678191432
237,Epson L3150,QOO10,Epson EcoTank L805: Ultra-Low Cost Printing,449,NA,United States,NA,28,https://www.qoo10.sg/item/EPSON-ECOTANK-L805-ULTRA-LOW-COST-PRINTING/678184229
238,Epson L3150,QOO10,(Epson) Epson Expression ET-2700 EcoTank Wireless Color All-in-One Supertank Printer- (Style:Prin...,459.64,0,United States,NA,24,https://www.qoo10.sg/item/EPSON-EPSON-EXPRESSION-ET-2700-ECOTANK-WIRELESS-COLOR-ALL-IN/578196148
239,Epson L3150,QOO10,Epson ECOTANK L6190 Printer,509,0,United States,NA,23,https://www.qoo10.sg/item/EPSON-ECOTANK-L6190-PRINTER/668178440
240,Epson L3150,QOO10,Epson EcoTank L1300: Ultra-Low Cost Printing,569,1,Mexico,NA,24,https://www.qoo10.sg/item/EPSON-ECOTANK-L1300-ULTRA-LOW-COST-PRINTING/678184141
241,Epson L3150,QOO10,Epson EcoTank L850: Ultra-Low Cost Printer,588,0,Pakistan,NA,13,https://www.qoo10.sg/item/EPSON-ECOTANK-L850-ULTRA-LOW-COST-PRINTER/678184184
242,Epson L3150,QOO10,Epson EcoTank L1800: Ultra-Low Cost Printing,689,NA,United States,NA,17,https://www.qoo10.sg/item/EPSON-ECOTANK-L1800-ULTRA-LOW-COST-PRINTING/678184098
243,Epson L3150,QOO10,EpsonEpson Ecotank L14150 | Complete A4 multifunction printer elements with A3 + printing capability,799,0,China,NA,13,https://www.qoo10.sg/item/EPSON-EPSON-ECOTANK-L14150-COMPLETE-A4-MULTIFUNCTION-PRINTER-ELEMENTS/682542396
244,Epson L3150,QOO10,Epson Expression ET-2650 EcoTank Wireless Color All-in-One Small Business Supertank Printer with...,1102.9,0,United States,NA,14,https://www.qoo10.sg/item/EPSON-EXPRESSION-ET-2650-ECOTANK-WIRELESS-COLOR-ALL-IN-ONE-SMALL/644210040
245,Epson L3150,QOO10,Epson EcoTank L1455: Ultra-Low Cost 4-in-1 Printer with Integrated Ink Tank,1129,NA,China,NA,6,https://www.qoo10.sg/item/EPSON-ECOTANK-L1455-ULTRA-LOW-COST-4-IN-1-PRINTER-WITH-INTEGRATED/678184069
246,Epson L3150,QOO10,EpsonEpson Ecotank L15150 | A wide-format high-volume all-in-one delivering productivity to creative bus,1299,0,China,NA,5,https://www.qoo10.sg/item/EPSON-EPSON-ECOTANK-L15150-A-WIDE-FORMAT-HIGH-VOLUME-ALL-IN-ONE-DELIVERING/682542426
247,JBL Charge 4,Lazada,1x Micro USB Cable Micro USB Fast Charger Flat Cable Cord for JBL Flip 3 4 Pulse 2 charge 1 2 3 3 feet total length,122.98,0,Indonesia,833,203,https://www.lazada.sg/products/1x-micro-usb-cable-micro-usb-fast-charger-flat-cable-cord-for-jbl-flip-3-4-pulse-2-charge-1-2-3-3-feet-total-length-i1002018281-s3651380885.html?search=1
248,JBL Charge 4,Lazada,Hard Travel Shoulder Bag Storage Case Cover For JBL Charge 4 Bluetooth Speaker W1210,154,0,India,100,205,https://www.lazada.sg/products/hard-travel-shoulder-bag-storage-case-cover-for-jbl-charge-4-bluetooth-speaker-w1210-i897478923-s3118676694.html?search=1
249,JBL Charge 4,Lazada,JBL Charge 4 Portable Bluetooth Speaker --- [Brand New in Box],156,4.8,China,3,219,https://www.lazada.sg/products/jbl-charge-4-portable-bluetooth-speaker-brand-new-in-box-i538946079-s4185834873.html?search=1
250,JBL Charge 4,Shopee,JBL Charge 4 Portable Bluetooth Speaker --- [Brand New in Box],156.24,5,United States,2,219,https://shopee.sg/JBL-Charge-4-Portable-Bluetooth-Speaker-Brand-New-in-Box--i.173400402.4443795515
251,JBL Charge 4,Shopee,Ready Stock JBL_ Charge 4 Portable Wireless Bluetooth Speaker IPX7 Waterproof,158,NA,United States,5993,253,https://shopee.sg/Ready-Stock-JBL_-Charge-4-Portable-Wireless-Bluetooth-Speaker-IPX7-Waterproof-i.230465649.5722189383
252,JBL Charge 4,Shopee,[SG Seller]JBL Charge 4- Waterproof Portable Bluetooth Speaker,159.9,5,United States,20,141,https://shopee.sg/-SG-Seller-JBL-Charge-4-Waterproof-Portable-Bluetooth-Speaker-i.273582797.5437853476
253,JBL Charge 4,QOO10,JBL Charge 4 Portable Bluetooth Speaker 100% AUTHENTIC,160,3,Colombia,NA,180,https://www.qoo10.sg/item/JBL-CHARGE-4-PORTABLE-BLUETOOTH-SPEAKER-100-AUTHENTIC/672977435
254,JBL Charge 4,Shopee,JBL Charge 4 Waterproof Portable Bluetooth Speaker,165,5,China,34,142,https://shopee.sg/JBL-Charge-4-Waterproof-Portable-Bluetooth-Speaker-i.163791336.6631740548
255,JBL Charge 4,Shopee,(ORIGINAL) JBL Charge 4 Portable Bluetooth Speaker,172.2,NA,Thailand,17,202,https://shopee.sg/(ORIGINAL)-JBL-Charge-4-Portable-Bluetooth-Speaker-i.223764709.4648272197
256,JBL Charge 4,Shopee,JBL Charge 4 Portable Bluetooth Speaker,175,NA,Malaysia,3,223,https://shopee.sg/JBL-Charge-4-Portable-Bluetooth-Speaker-i.40893295.7438377213
257,JBL Charge 4,Lazada,JBL Charge 4 Portable Bluetooth Wireless Speaker with IPX7 Waterproof Rating,179,0,China,0,223,https://www.lazada.sg/products/jbl-charge-4-portable-bluetooth-wireless-speaker-with-ipx7-waterproof-rating-i366038339-s852718040.html?search=1
258,JBL Charge 4,Lazada,JBL Charge 4 Portable Bluetooth Speaker (1 Year Local Singapore warranty),180,5,China,30,163,https://www.lazada.sg/products/jbl-charge-4-portable-bluetooth-speaker-1-year-local-singapore-warranty-i365952798-s852554874.html?search=1
259,JBL Charge 4,Shopee,JBL CHARGE 4 SPEAKER (Authentic with 1-Year Local Manufacturer Warranty),182,NA,China,100,194,https://shopee.sg/JBL-CHARGE-4-SPEAKER-(Authentic-with-1-Year-Local-Manufacturer-Warranty)-i.105999189.2435993906
260,JBL Charge 4,Lazada,JBL Charge 4 Portable Bluetooth Speaker Waterproof,185,5,China,20,215,https://www.lazada.sg/products/jbl-charge-4-portable-bluetooth-speaker-waterproof-i364632055-s849568666.html?search=1
261,JBL Charge 4,Shopee,JBL Charge 4 (Black) [Authentic],185,NA,United States,3,174,https://shopee.sg/JBL-Charge-4-(Black)-Authentic--i.120334374.5852577823
262,JBL Charge 4,Lazada,Charge 4,186.71,0,China,40,166,https://www.lazada.sg/products/charge-4-i976266976-s3502184033.html?search=1
263,JBL Charge 4,Lazada,JBL Charge 4 Portable Speaker,189,0,United States,2,220,https://www.lazada.sg/products/jbl-charge-4-portable-speaker-i607906971-s1779940282.html?search=1
264,JBL Charge 4,Lazada,JBL Charge 4 (1 Year Warranty By JBL Singapore) - T2 electroncis,189,0,Colombia,1,200,https://www.lazada.sg/products/jbl-charge-4-1-year-warranty-by-jbl-singapore-t2-electroncis-i919216112-s3238352234.html?search=1
265,JBL Charge 4,QOO10,[Brand New] JBL Charge 4: Portable Bluetooth speaker / Gray,189,NA,China,NA,141,https://www.qoo10.sg/item/BRAND-NEW-JBL-CHARGE-4-PORTABLE-BLUETOOTH-SPEAKER-GRAY/682738995
266,JBL Charge 4,QOO10,[Brand New] JBL Charge 4: Portable Bluetooth speaker / Teal,189,NA,United States,NA,139,https://www.qoo10.sg/item/BRAND-NEW-JBL-CHARGE-4-PORTABLE-BLUETOOTH-SPEAKER-TEAL/682738989
267,JBL Charge 4,QOO10,[Brand New] JBL Charge 4: Portable Bluetooth speaker / Black,189,NA,China,NA,198,https://www.qoo10.sg/item/BRAND-NEW-JBL-CHARGE-4-PORTABLE-BLUETOOTH-SPEAKER-BLACK/682738979
268,JBL Charge 4,QOO10,[Brand New] JBL Charge 4: Portable Bluetooth speaker / Red,189,0,United Kingdom,NA,210,https://www.qoo10.sg/item/BRAND-NEW-JBL-CHARGE-4-PORTABLE-BLUETOOTH-SPEAKER-RED/672429834
269,JBL Charge 4,QOO10,[Brand New] JBL Charge 4: Portable Bluetooth speaker / Pink,189,0,United States,NA,199,https://www.qoo10.sg/item/BRAND-NEW-JBL-CHARGE-4-PORTABLE-BLUETOOTH-SPEAKER-PINK/672429824
270,JBL Charge 4,QOO10,[Brand New] JBL Charge 4: Portable Bluetooth speaker / Grey,189,0,China,NA,112,https://www.qoo10.sg/item/BRAND-NEW-JBL-CHARGE-4-PORTABLE-BLUETOOTH-SPEAKER-GREY/672429816
271,JBL Charge 4,QOO10,[Brand New] JBL Charge 4: Portable Bluetooth speaker / Blue,189,1,Argentina,NA,108,https://www.qoo10.sg/item/BRAND-NEW-JBL-CHARGE-4-PORTABLE-BLUETOOTH-SPEAKER-BLUE/672429806
272,JBL Charge 4,Shopee,JBL Charge 4 Portable Bluetooth Speaker (Blue),195,NA,China,1,179,https://shopee.sg/JBL-Charge-4-Portable-Bluetooth-Speaker-(Blue)-i.37581365.7616462439
273,JBL Charge 4,Shopee,JBL Charge 4 Portable Bluetooth Speaker ( Black),195,NA,United States,2,163,https://shopee.sg/JBL-Charge-4-Portable-Bluetooth-Speaker-(-Black)-i.37581365.4916463120
274,JBL Charge 4,Shopee,JBL Charge 4 Portable Bluetooth Speaker ( Pink),195,NA,United States,1,183,https://shopee.sg/JBL-Charge-4-Portable-Bluetooth-Speaker-(-Pink)-i.37581365.3216626255
275,JBL Charge 4,Shopee,JBL Charge 4 Portable Bluetooth Speaker (Red),195,NA,Mexico,1,100,https://shopee.sg/JBL-Charge-4-Portable-Bluetooth-Speaker-(Red)-i.37581365.4216461897
276,JBL Charge 4,Shopee,JBL Charge 4 Portable Bluetooth Speaker (Grey),195,NA,United States,2,131,https://shopee.sg/JBL-Charge-4-Portable-Bluetooth-Speaker-(Grey)-i.37581365.7616463212
277,JBL Charge 4,Shopee,JBL Charge 4 Portable Bluetooth Speaker ( Green),195,NA,China,2,115,https://shopee.sg/JBL-Charge-4-Portable-Bluetooth-Speaker-(-Green)-i.37581365.5516463070
278,JBL Charge 4,Shopee,JBL Charge 4,195,5,Singapore,2,104,https://shopee.sg/JBL-Charge-4-i.283294249.6041492101
279,JBL Charge 4,Shopee,JBL Charge 4 Portable IPX7 Waterproof Wireless Bluetooth Speaker - Original Authentic JBL,198,NA,United States,333,101,https://shopee.sg/JBL-Charge-4-Portable-IPX7-Waterproof-Wireless-Bluetooth-Speaker-Original-Authentic-JBL-i.31721649.2733730046
280,JBL Charge 4,Lazada,JBL Charge 4 Portable Bluetooth Speaker *Singapore warranty Set*,199,0,China,2,187,https://www.lazada.sg/products/jbl-charge-4-portable-bluetooth-speaker-singapore-warranty-set-i360628772-s840728092.html?search=1
281,JBL Charge 4,Lazada,JBL CHARGE 4 Portable Bluetooth Speaker with Bass Radiator,199,0,China,2,150,https://www.lazada.sg/products/jbl-charge-4-portable-bluetooth-speaker-with-bass-radiator-i335834790-s729624093.html?search=1
282,JBL Charge 4,Lazada,JBL Charge 4 Portable Bluetooth IPX7 Waterproof Bass Radiator Speaker 20 Hours of Playtime (1 Year Local Warranty),199,5,China,5,112,https://www.lazada.sg/products/jbl-charge-4-portable-bluetooth-ipx7-waterproof-bass-radiator-speaker-20-hours-of-playtime-1-year-local-warranty-i366962359-s855250617.html?search=1
283,JBL Charge 4,Lazada,JBL CHARGE 4 PORTABLE BLUETOOTH SPEAKER ***1 YEAR JBL WARRANTY***,199,0,India,1,130,https://www.lazada.sg/products/jbl-charge-4-portable-bluetooth-speaker-1-year-jbl-warranty-i913158665-s3203632145.html?search=1
284,JBL Charge 4,Lazada,JBL Charge 4 IPX7 Waterproof Portable Bluetooth Speaker,199,4.9,Pakistan,69,127,https://www.lazada.sg/products/jbl-charge-4-ipx7-waterproof-portable-bluetooth-speaker-i297504301-s505882755.html?search=1
285,JBL Charge 4,Shopee,JBL Charge 4 Portable Bluetooth Speaker + (Free Gift: JBL Cushion),199,NA,United States,4,93,https://shopee.sg/JBL-Charge-4-Portable-Bluetooth-Speaker-(Free-Gift-JBL-Cushion)-i.65745171.7843463246
286,JBL Charge 4,Shopee,JBL Charge 4 Portable Bluetooth Speaker,199,NA,China,4,128,https://shopee.sg/JBL-Charge-4-Portable-Bluetooth-Speaker-i.156762209.3316146438
287,JBL Charge 4,Shopee,JBL Charge 4 Portable Bluetooth Speaker,199,NA,China,15,140,https://shopee.sg/JBL-Charge-4-Portable-Bluetooth-Speaker-i.47620.2412730677
288,JBL Charge 4,Shopee,JBL CHARGE 4 BLUETOOTH PORTABLE SPEAKER - HANS MOBILE - RED/BLACK/GREY - 1 YEAR WARRANTY,199,NA,United Kingdom,7,131,https://shopee.sg/JBL-CHARGE-4-BLUETOOTH-PORTABLE-SPEAKER-HANS-MOBILE-RED-BLACK-GREY-1-YEAR-WARRANTY-i.154364307.6828644809
289,JBL Charge 4,Shopee,JBL Charge 4 IPX7 Waterproof Portable Speaker With Long Battery Life And Bass Radiator,199,NA,Mexico,60,140,https://shopee.sg/JBL-Charge-4-IPX7-Waterproof-Portable-Speaker-With-Long-Battery-Life-And-Bass-Radiator-i.50826553.2597053323
290,JBL Charge 4,Shopee,JBL Charge 4,199,NA,China,6,97,https://shopee.sg/JBL-Charge-4-i.69979628.5935943173
291,JBL Charge 4,Shopee,JBL Charge 4 Portable Speaker,199,5,United States,12,130,https://shopee.sg/JBL-Charge-4-Portable-Speaker-i.147134579.2389098509
292,JBL Charge 4,Shopee,[JBL 100% Original ] ? JBL Charge 4 ? IPX7 waterproof Portable Bluetooth Speakers ? 20 hours of playtime ? HARMAN ?,199,NA,Vietnam,75,129,https://shopee.sg/-JBL-100-Original-%E2%99%A9-JBL-Charge-4-%E2%99%A9-IPX7-waterproof-Portable-Bluetooth-Speakers-%E2%99%A9-20-hours-of-playtime-%E2%99%A9-HARMAN-%E2%99%A9-i.316234227.3757104669
293,JBL Charge 4,Shopee,JBL Charge 4 Wireless Bluetooth Portable Speaker,199,5,United States,34,116,https://shopee.sg/JBL-Charge-4-Wireless-Bluetooth-Portable-Speaker-i.44283789.2201261851
294,JBL Charge 4,Shopee,Jbl Bluetooth Speaker Rd Charge 4,199,NA,Russia,3,139,https://shopee.sg/Jbl-Bluetooth-Speaker-Rd-Charge-4-i.264848463.4647450180
295,JBL Charge 4,Shopee,JBL Charge 4 Waterproof Portable Bluetooth Speaker,199,4.9,Russia,142,147,https://shopee.sg/JBL-Charge-4-Waterproof-Portable-Bluetooth-Speaker-i.92567513.1901727277
296,JBL Charge 4,EZBUY,JBL Charge 4 Speaker,199,NA,United States,NA,91,https://ezbuy.sg/product/437297088.html?keywords=JBL%20charge%204&baseGpid=437297088&pl=1&ezspm=1.20000000.22.0.0
297,JBL Charge 4,QOO10,StereoJBL Charge 4 Portable Bluetooth Speaker With 1 Year Local Warranty,199,1,China,NA,96,https://www.qoo10.sg/item/STEREO-JBL-CHARGE-4-PORTABLE-BLUETOOTH-SPEAKER-WITH-1-YEAR-LOCAL-WARRANTY/676445750
298,JBL Charge 4,QOO10,JBLJBL Charge 4 IPX7 waterproof Portable Speakers With Long Battery Life (Local 1 Year Warranty),199,5,Pakistan,NA,132,https://www.qoo10.sg/item/JBL-JBL-CHARGE-4-IPX7-WATERPROOF-PORTABLE-SPEAKERS-WITH-LONG-BATTERY/661487638
299,JBL Charge 4,QOO10,JBL Portable Bluetooth Speaker Charge 4 (Black/Blue/Red/Grey),199,3,Brazil,NA,96,https://www.qoo10.sg/item/JBL-PORTABLE-BLUETOOTH-SPEAKER-CHARGE-4-BLACK-BLUE-RED-GREY/655830184
300,JBL Charge 4,Shopee,JBL Charge 4 Bluetooth Speaker,200,NA,United States,60,115,https://shopee.sg/JBL-Charge-4-Bluetooth-Speaker-i.130724068.4610947964
301,JBL Charge 4,Shopee,Jbl Charge 4 Waterproof Portable Bluetooth Speaker,201.6,NA,China,79989,85,https://shopee.sg/Jbl-Charge-4-Waterproof-Portable-Bluetooth-Speaker-i.270009594.6341582213
302,JBL Charge 4,Shopee,(Ready Stock) JBL Charge 4 Portable Waterproof Bluetooth speaker 20 Hour Battery (Black/Blue),202.62,NA,China,11,77,https://shopee.sg/(Ready-Stock)-JBL-Charge-4-Portable-Waterproof-Bluetooth-speaker-20-Hour-Battery-(Black-Blue)-i.312962051.4555319301
303,JBL Charge 4,Shopee,? New JBL Charge 4 Portable Wireless Bluetooth 4.2 Streaming Mini Speaker IPX7 Waterproof Subwoofer 30W Stereo Bass Musi,220.68,NA,China,1998,82,https://shopee.sg/%E2%98%80-New-JBL-Charge-4-Portable-Wireless-Bluetooth-4.2-Streaming-Mini-Speaker-IPX7-Waterproof-Subwoofer-30W-Stereo-Bass-Musi-i.238623382.7251073713
304,JBL Charge 4,QOO10,JBL CHARGE4 Carrying Waterproof Bluetooth Speaker Charging 4,223.8,0,Chile,NA,109,https://www.qoo10.sg/item/JBL-CHARGE4-CARRYING-WATERPROOF-BLUETOOTH-SPEAKER-CHARGING-4/678789948
305,JBL Charge 4,QOO10,JBLJBL CHARGE 4 Portable Bluetooth speaker,229,0,China,NA,82,https://www.qoo10.sg/item/JBL-JBL-CHARGE-4-PORTABLE-BLUETOOTH-SPEAKER/667260869
306,JBL Charge 4,Shopee,JBL Charge 4 Portable Bluetooth speaker IPX7 waterproof With Dual Bass Radiator,246.21,NA,China,15,103,https://shopee.sg/JBL-Charge-4-Portable-Bluetooth-speaker-IPX7-waterproof-With-Dual-Bass-Radiator-i.190975987.4004940963
307,JBL Charge 4,Shopee,JBL Charge 4 Portable Bluetooth Speaker IPX7 Waterproof With Dual Bass Radiator,249.02,NA,Mexico,8,90,https://shopee.sg/JBL-Charge-4-Portable-Bluetooth-Speaker-IPX7-Waterproof-With-Dual-Bass-Radiator-i.203570219.7909937146
308,JBL Charge 4,Shopee,JBL Charge 4 Waterproof Portable Bluetooth speaker,251.96,NA,China,7,101,https://shopee.sg/JBL-Charge-4-Waterproof-Portable-Bluetooth-speaker-i.203579500.7509923195
309,JBL Charge 4,Shopee,JBL Charge 4 Portable Bluetooth Speaker Waterproof IPX7,251.96,NA,India,38,84,https://shopee.sg/JBL-Charge-4-Portable-Bluetooth-Speaker-Waterproof-IPX7-i.316234126.5856168935
310,JBL Charge 4,Shopee,?H&D?JBL Charge 4 Portable Wireless Bluetooth 4.2 Streaming Mini Speaker IPX7 Waterproof Subwoofer 30W Stereo Bass Music,257.98,NA,Canada,1998,107,https://shopee.sg/%E3%80%90H-D%E3%80%91JBL-Charge-4-Portable-Wireless-Bluetooth-4.2-Streaming-Mini-Speaker-IPX7-Waterproof-Subwoofer-30W-Stereo-Bass-Music-i.143899540.7017731125
311,JBL Charge 4,Lazada,JBL Charge 4 Portable Bluetooth Speaker + Freebies $68,259,5,Indonesia,0,107,https://www.lazada.sg/products/jbl-charge-4-portable-bluetooth-speaker-freebies-68-i313598154-s577306789.html?search=1
312,JBL Charge 4,QOO10,JBL Charge 4 Waterproof Portable Bluetooth Speaker- Camouflage,259,0,China,NA,63,https://www.qoo10.sg/item/JBL-CHARGE-4-WATERPROOF-PORTABLE-BLUETOOTH-SPEAKER-CAMOUFLAGE/442282787
313,JBL Charge 4,Shopee,?I&G?JBL Charge 4 Portable Wireless Bluetooth 4.2 Streaming Mini Speaker IPX7 Waterproof Subwoofer 30W Stereo Bass Music,268.61,NA,China,1998,66,https://shopee.sg/%E3%80%90I-G%E3%80%91JBL-Charge-4-Portable-Wireless-Bluetooth-4.2-Streaming-Mini-Speaker-IPX7-Waterproof-Subwoofer-30W-Stereo-Bass-Music-i.112886187.5832844948
314,JBL Charge 4,Shopee,JBL Charge 4 Portable Wireless Bluetooth 4.2 Streaming Mini Speaker IPX7 Waterpr,272.16,NA,China,1598,54,https://shopee.sg/JBL-Charge-4-Portable-Wireless-Bluetooth-4.2-Streaming-Mini-Speaker-IPX7-Waterpr-i.143807327.2226623531
315,JBL Charge 4,Shopee,JBL Charge 4 Portable Speaker - Green,276.92,NA,United States,6,55,https://shopee.sg/JBL-Charge-4-Portable-Speaker-Green-i.201522044.6128422184
316,JBL Charge 4,Shopee,JBL Charge 4 Portable Speaker - Black,276.92,NA,United States,2,79,https://shopee.sg/JBL-Charge-4-Portable-Speaker-Black-i.201522044.4528422298
317,JBL Charge 4,Shopee,JBL Charge 4 Portable Speaker - Pink,276.92,NA,India,9,78,https://shopee.sg/JBL-Charge-4-Portable-Speaker-Pink-i.201522044.3142529071
318,JBL Charge 4,Lazada,JBL Charge 4 Portable Bluetooth Speaker,279,0,Indonesia,0,93,https://www.lazada.sg/products/jbl-charge-4-portable-bluetooth-speaker-i581480666-s1669436377.html?search=1
319,JBL Charge 4,Lazada,[Brand New] JBL Charge 4: Portable Bluetooth speaker,279,0,China,100,59,https://www.lazada.sg/products/brand-new-jbl-charge-4-portable-bluetooth-speaker-i384856628-s909290399.html?search=1
320,JBL Charge 4,Shopee,[ ORIGINAL JBL ] JBL Charge 4 Waterproof Portable Bluetooth Powerbank Google Speaker JBL Charge 4 Portable Bluetooth Speaker Waterproof IPX7,285.9,NA,Argentina,186,63,https://shopee.sg/-ORIGINAL-JBL-JBL-Charge-4-Waterproof-Portable-Bluetooth-Powerbank-Google-Speaker-JBL-Charge-4-Portable-Bluetooth-Speaker-Waterproof-IPX7-i.277815442.4939542246
321,JBL Charge 4,QOO10,JBL CHARGE4SQUADAM Charge 4 Waterproof Portable Bluetooth Speaker- Camouflage,286,0,China,NA,77,https://www.qoo10.sg/item/JBL-CHARGE4SQUADAM-CHARGE-4-WATERPROOF-PORTABLE-BLUETOOTH-SPEAKER/625059759
322,JBL Charge 4,QOO10,JBL Charge 4 Portable Waterproof Wireless Bluetooth Speaker - Black Camo,286,0,China,NA,66,https://www.qoo10.sg/item/JBL-CHARGE-4-PORTABLE-WATERPROOF-WIRELESS-BLUETOOTH-SPEAKER-BLACK/625059737
323,JBL Charge 4,Shopee,JBL Charge 4 Portable Bluetooth Speaker,288.8,NA,United States,1,57,https://shopee.sg/JBL-Charge-4-Portable-Bluetooth-Speaker-i.214015695.4723378072
324,JBL Charge 4,Shopee,JBL Charge 4 Portable Bluetooth Speaker,289.15,NA,United States,3,77,https://shopee.sg/JBL-Charge-4-Portable-Bluetooth-Speaker-i.221704589.4834999211
325,JBL Charge 4,Shopee,4 Bluetooth Waterproof Stereo Unopened Store Jbl Charge 4,291.56,NA,China,47,57,https://shopee.sg/4-Bluetooth-Waterproof-Stereo-Unopened-Store-Jbl-Charge-4-i.298584142.3849674260
326,JBL Charge 4,Shopee,T&R JBL Charge 4 Portable Wireless Bluetooth 4.2 Streaming Mini Speaker IPX7 Waterproof Subwoofer 30W Stereo Bass Music,292.17,NA,United States,248,50,https://shopee.sg/T-R-JBL-Charge-4-Portable-Wireless-Bluetooth-4.2-Streaming-Mini-Speaker-IPX7-Waterproof-Subwoofer-30W-Stereo-Bass-Music-i.293603658.7850696873
327,JBL Charge 4,QOO10,JBLJBL CHARGE 4 Portable subwoofer Bluetooth dynamics musical loudspeaker,299,0,Brazil,NA,69,https://www.qoo10.sg/item/JBL-JBL-CHARGE-4-PORTABLE-SUBWOOFER-BLUETOOTH-DYNAMICS-MUSICAL-LOUDSPEAKER/652569359
328,JBL Charge 4,QOO10,JBL CHARGE 4 Bluetooth Speaker,300,0,United States,NA,63,https://www.qoo10.sg/item/JBL-CHARGE-4-BLUETOOTH-SPEAKER/679632942
329,JBL Charge 4,Shopee,HKBH JBL Charge 4 Portable Wireless Bluetooth 4.2 Streaming Mini Speaker IPX7 Waterproof Subwoofer 30W Stereo Bass Music Player 7500mAh Power Bank Black,300.98,NA,Colombia,1998,43,https://shopee.sg/HKBH-JBL-Charge-4-Portable-Wireless-Bluetooth-4.2-Streaming-Mini-Speaker-IPX7-Waterproof-Subwoofer-30W-Stereo-Bass-Music-Player-7500mAh-Power-Bank-Black-i.131378117.5119257818
330,JBL Charge 4,Shopee,JBL Charge 4 Portable Wireless Bluetooth 4.2 Streaming Mini Speaker IPX7 Waterproof Subwoofer 30W Stereo Bass Music,302.11,NA,United States,182,59,https://shopee.sg/JBL-Charge-4-Portable-Wireless-Bluetooth-4.2-Streaming-Mini-Speaker-IPX7-Waterproof-Subwoofer-30W-Stereo-Bass-Music-i.293603707.6047007527
331,JBL Charge 4,QOO10,JBL BLUETOOTH SPEAKER GY CHARGE 4,309,0,Pakistan,NA,46,https://www.qoo10.sg/item/JBL-BLUETOOTH-SPEAKER-GY-CHARGE-4/678594722
332,JBL Charge 4,QOO10,JBL BLUETOOTH SPEAKER GN CHARGE 4,309,0,Japan,NA,33,https://www.qoo10.sg/item/JBL-BLUETOOTH-SPEAKER-GN-CHARGE-4/678594713
333,JBL Charge 4,Shopee,JBL Charge 4 Portable Wireless Bluetooth 4.2 Streaming Mini Speaker IPX7 Waterpr,311.16,NA,China,136,50,https://shopee.sg/JBL-Charge-4-Portable-Wireless-Bluetooth-4.2-Streaming-Mini-Speaker-IPX7-Waterpr-i.293609186.7546710729
334,JBL Charge 4,Lazada,JBL CHARGE4 Music Shock Wave 4 Subwoofer Waterproof Support Series Wireless Bluetooth Portable Mini Audio,314.6,0,Mexico,0,54,https://www.lazada.sg/products/jbl-charge4-music-shock-wave-4-subwoofer-waterproof-support-series-wireless-bluetooth-portable-mini-audio-i405592875-s1000780878.html?search=1
335,JBL Charge 4,Shopee,FLY JBL Charge 4 Portable Wireless Bluetooth 4.2 Streaming Mini Speaker IPX7 Waterproof Subwoofer 30W Stereo Bass Music Player 7500mAh Power Bank Black,315.89,NA,Argentina,180,44,https://shopee.sg/FLY-JBL-Charge-4-Portable-Wireless-Bluetooth-4.2-Streaming-Mini-Speaker-IPX7-Waterproof-Subwoofer-30W-Stereo-Bass-Music-Player-7500mAh-Power-Bank-Black-i.299136502.5750662808
